cégnév;cím;email;irányítószám;lat;lng;megye;megye_label;telefon;település;tevékenységek
Gross System Kft.;Árpád utca 16.;grosssystemkft@gmail.com;2225;47.38045;19.34355;Pest;Pest;+36309162857;Üllő;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Gyarmati Beatrix Marianna egyéni vállalkozó;Vadvirág utca 21/1.;klima@c2.hu;2225;47.38252;19.32929;Pest;Pest;+36709426619;Üllő;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Gyurell Kft;Wesselényi utca 1;gyurell@gyurell.hu;2310;47.35254;19.04526;Pest;Pest;+36202338393;Szigetszentmiklós;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
HUN-DESIGN Kft.;Kossuth Lajos utca 15;hundesignkft@gmail.com;2367;47.22259;19.38193;Pest;Pest;+36709084410;Újhartyán;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Huszár Hűtőtechnika Kereskedelmi és Szolgáltató Betéti Társaság;Görbe utca 24.;info@hhuto.hu;2700;47.17911;19.77785;Pest;Pest;+36209274945;Cegléd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Hőerőgép Manufaktúra Bt.;;info@hemanufaktura.com;2363;47.34774;19.24052;Pest;Pest;;Felsőpakony;Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Integral Building Solutions Kft.;Tó köz 8;info@ibsolutions.hu;2765;47.36297;19.84078;Pest;Pest;+36708856212;Farmos;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés szerviz
K-víz-m Bt;Árpád utca 11.;kvizmbt@gmail.com;2740;47.19356;20.00592;Pest;Pest;36202699706;Abony;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
KLÍMAVILÁG Kft.;Szendrey Júlia utca 13.;kapcsolat@klimavilag.hu;2162;47.68776;19.28588;Pest;Pest;+36702112208;Őrbottyán;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Kenyó László egyéni vállalkozó;Menyecskehegyi utca 19.;kenyolaszlo@gmail.com;2614;47.80638;19.25365;Pest;Pest;+36204014321;Penc;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Klímavarázs Korlátolt Felelősségű Társaság;Virág utca 19;info@klimavarazs.net;2225;47.38867;19.35879;Pest;Pest;+36705758813;Üllő;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Kocsis János egyéni vállalkozó;Egressy utca 138.;info@kocsistherm.hu;2360;47.38825;19.23588;Pest;Pest;+36302961304;Gyál;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Konrád Péter egyéni vállalkozó;Kossut Lajos utca 26.;konrad.peter@konep.hu;2039;47.40601;18.78918;Pest;Pest;304219725;Pusztazámor;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Kovihűt Hűtéstechnika Korlátolt Felelősségű Társaság;Nagykátai út 140.;kovihut2@gmail.com;2243;47.48045;19.60050;Pest;Pest;+36309846289;Kóka;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
LIFT'S Kft.;Fehérvári út 119.;liftesjani@gmail.com;2030;47.36639;18.88325;Pest;Pest;209560488;Érd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Kis hűtőberendezés szerviz
Leczki Balázs egyéni vállalkozó;Terv utca 12.;balazs.leczki@gmail.com;2072;47.55092;18.72602;Pest;Pest;+36303773635;Zsámbék;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
MATÓ Kereskedelem 2000 Kft.;Kert utca 25.;matokft@gmail.com;2340;47.17493;18.99688;Pest;Pest;+36205732891;Kiskunlacháza;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Major Klíma Kft.;Mátyás király utca 17;major.klima@gmail.com;2234;47.44298;19.37188;Pest;Pest;+36303971669;Maglód;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés
Majoros Zoltán egyéni vállalkozó;PERES utca 19;javitlakszerviz@gmail.com;2191;47.64114;19.46947;Pest;Pest;+3637347626,+36309212124,+36309890104;Bag;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Manó Klíma Kft.;Külső Kátai út 68.;info@manoklima.hu;2700;47.18561;19.78746;Pest;Pest;+36202946163;Cegléd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Marketbau-Remeha Kft.;Gyár utca 2.;remeha@remeha.hu;2040;47.46986;18.89608;Pest;Pest;+3623503980;Budaörs;Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Marosvölgyi Gábor István egyéni vállalkozó;Bocskai út 114;marosgklima@gmail.com;2146;47.60300;19.25587;Pest;Pest;+36309207775;Mogyoród;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Mészáros József egyéni vállalkozó;Petőfi Sándor utca 133.;klima@frigoklima.hu;2211;47.31755;19.40887;Pest;Pest;+36306075427;Vasad;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
NIKARO Team 2015 Kft.;Sándor utca 35;info@szabiklima.hu;2113;47.66625;19.32008;Pest;Pest;+36303901810;Erdőkertes;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
NORDIC-KLÍMA Kft.;;nordic.klima@gmail.com;2030;47.37270;18.91022;Pest;Pest;+36202851011;Érd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Németh László egyéni vállalkozó (NL Hütéstechnika);Fő út 160;nlhutestechnika@gmail.com;2081;47.63448;18.82063;Pest;Pest;+36302535661;Piliscsaba;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
PFPP SZER Kft.;Burgondia utca 72;pfp@pfpp.hu;2071;47.51137;18.83878;Pest;Pest;303200429;Páty;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Prideco Bt.;Kamaraerdei út 11. 2/7.épület 12.ajtó;kemenybolt@gmail.com;2040;47.44350;18.97782;Pest;Pest;0036209123258;Budaörs;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
ProSzer Épületgépészeti Kft.;Damjanich utca 32.;proszer@gmail.com;2360;47.37937;19.22491;Pest;Pest;+36304386326;Gyál;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
Prof-ing-bau Kft.;Hársfa utca 6.;profingbau@gmail.com;2141;47.56248;19.21729;Pest;Pest;+36209244266;Csömör;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Kis hűtőberendezés telepítés
Profi Online Bolt Kft.;vecsési út;klimanagykergyal@gmail.com;2360;47.38326;19.23398;Pest;Pest;+36203341717;Gyál;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
Re-vo Klíma Kft.;Szabadság utca 47/A.;revoklima@gmai.com;2213;47.30974;19.50399;Pest;Pest;+36305095677;Monorierdő;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Rozner Alex egyéni vállalkozó;Tassi út 12.;refvillklima@gmail.com;2344;47.08296;19.00578;Pest;Pest;+36209612281;Dömsöd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés
Rózsa Zsolt Sándor egyéni vállalkozó;Béke utca 11.;info@coolingzone.hu;2614;47.79993;19.24727;Pest;Pest;+36706103470;Penc;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Sp EuroLog Services Kft.;;spkft2020@gmail.com;2336;47.29252;19.03123;Pest;Pest;+36202601809;Dunavarsány;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Spindelbau Kft.;2700 Cegléd Szolnoki út 44;info@spindelbau.hu;2700;47.17207;19.80954;Pest;Pest;+3653312485;Cegléd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Sprinkler Kft.;Dózsa György út 24/B;sprinkler@sprinklerkft.hu;2191;47.64089;19.46828;Pest;Pest;;Bag;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
Streamline Klíma Kft.;Tavasz utca 3.;info@streamlineklima.hu;2213;47.31448;19.49442;Pest;Pest;+36204140128;Monorierdő;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Stricker Klimatechnik Kft.;Szent Mihály  utca 42;klimatechnik.stricker@gmail.com;2335;47.33165;19.07314;Pest;Pest;;Taksony;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés szerviz
Super Tempo Kft.;Határ utca 6.;supertempokft@gmail.com;2013;47.63477;19.03875;Pest;Pest;+36304634646;Pomáz;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Kis hűtőberendezés szerviz
Szabó Krisztián egyéni vállalkozó;Olimpia utca 15.;krisztian@szabok.hu;2440;47.31553;18.91458;Pest;Pest;+36706033324;Százhalombatta;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Szondi László egyéni vállalkozó;;szondi.laszlo.ev@gmail.com;2145;47.56270;19.26143;Pest;Pest;+36703984676;Kerepes – Szilasliget;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Szücs János egyéni vállalkozó  (Hidegmeleg klíma);Tárnoki út 36.;info.hidegmeleg@gmail.com;2030;47.39704;18.92146;Pest;Pest;+36208014372;Érd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Tarnóczki Róbert egyéni vállalkozó;Alsószőlősor utca 17;tarnoczkirobertev@gmail.com;2243;47.48480;19.59382;Pest;Pest;+36301852228;Kóka;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Tóth Attila egyéni vállalkozó;Haraszty Ferenc utca 49/a;klimatikadh@gmail.com;2330;47.34436;19.10143;Pest;Pest;+36706270027;Dunaharaszti;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Tóth Szabolcs egyéni vállalkozó;Szedres utca 8;nszcool@nszcool.hu;2364;47.29424;19.25013;Pest;Pest;+36205293505;Ócsa;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
VHV-MAGÁZ Kft.;Céhmester út 22.;vhvmagaz@gmail.com;2013;47.63941;19.04168;Pest;Pest;+36306002251;Pomáz;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
Vargánusz Bt.;Görgey u. 16.;varganusz@varganusz.hu;2085;47.61387;18.89927;Pest;Pest;+36204151530;Pilisvörösvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Vitányi Miklós egyéni vállalkozó;Battai út 23;info@enervitech.hu;2030;47.34827;18.93343;Pest;Pest;+36304417709;Érd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Walter Szabolcs Csaba egyéni vállalkozó;Balassi Bálint u. 15.;szabolcs.walter@gmail.com;2241;47.44913;19.55291;Pest;Pest;+36203243180;Sülysáp – Tápiósüly;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Water Max Bt.;Hunyadi út 49.;watermax.hvac@gmail.com;2241;47.45259;19.56133;Pest;Pest;+36308679483;Sülysáp – Tápiósüly;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV)
Withus Tech Korlátolt Felelősségű Társaság;Neumann János utca 3. B ép. 3. em.;withus.fin@gmail.com;2040;47.45792;18.93476;Pest;Pest;+36302451052;Budaörs;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
ZOZO-FOX Bt.;Tátra utca 2;zgroupklima@gmail.com;2120;47.64104;19.14083;Pest;Pest;+36702876283;Dunakeszi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Zero Klíma Kft.;Napsugár utca 8;info@zeroklima.hu;2161;47.66377;19.22521;Pest;Pest;+36308391886;Csomád;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Zöld Kolibri Kft.;Andrássy u.46;zoldkolibrikft@gmail.com;2118;47.49781;19.48577;Pest;Pest;+36305244282;Dány;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Frigo Profi Hűtő- és Klímatechnikai Korlátolt Felelősségű Társaság;Dózsa György utca 31;frigoprofi01@gmail.com;7500;46.23491;17.35704;Somogy;Somogy;+36306208179;Nagyatád;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Hatos Róbert egyéni vállalkozó;Bajcsy Zs utca 1/B;hatosrobi6@gmail.com;8695;46.64178;17.58494;Somogy;Somogy;308523916;Buzsák;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Hűtő-Klíma Technikai Kft.;Tabán u. 16;kardos.attila75@gmail.com;8640;46.73198;17.56979;Somogy;Somogy;+36309211177;Fonyód;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
KEHOVA-SZER KFT;Árvácska utca 1.;info@kehovaszer.hu;8600;46.88405;18.07452;Somogy;Somogy;;Siófok;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
KONDI-KLÍMA KFT;Ipartelepi u. 25;info@kondiklima.hu;8638;46.77208;17.72130;Somogy;Somogy;+36305606923;Balatonlelle;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Kapos-vill. 2008. Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;Seregély 1;kaposvill2008kft@gmail.com;7400;46.33915;17.78939;Somogy;Somogy;+36303397331;Kaposvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Krápecz László egyéni vállalkozó;Aradi utca 19;laszlo.krapecz@gmail.com;7500;46.22460;17.36089;Somogy;Somogy;+36306208179;Nagyatád;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Parrag Gábor egyéni vállalkozó;Kossuth Lajos utca 9.;parraggabor79ev@gmail.com;8651;46.88609;18.14519;Somogy;Somogy;+36304256510;Balatonszabadi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
TT SIO-AIR Kft.;Vak B. utca 32.;ttsioair@gmail.com;8600;46.89445;18.05914;Somogy;Somogy;+36203334334;Siófok;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Takács Zoltán Attila egyéni vállalkozó;Kölcsey utca 8;tza@t-online.hu;7400;46.35214;17.77488;Somogy;Somogy;+36203351806;Kaposvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Atizol épületgépészeti Kft.;Rákóczi Ferenc utca 52.;atizolkft@gmail.com;4900;47.98604;22.52105;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36703326886;Fehérgyarmat;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
Balogh Sándor egyéni vállalkozó;Benczúr 88;sandor.balogh65@gmail.com;4900;47.98979;22.50777;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36204384730;Fehérgyarmat;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Bandi László egyéni vállalkozó;Tünde utca 10/a;info@villamper.hu;4400;47.93372;21.73291;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36306987189;Nyíregyháza;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú szerviz | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Butenkov János egyéni vállalkozó (Freon Szervíz és Üzletház);Zimony utca 14;butenkov.janos@levele.hu;4400;47.94553;21.73142;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+3642467067;Nyíregyháza;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
COOLBOY KLÍMA Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;Főzde utca 28.;kawargo9@gmail.com;4400;47.90279;21.70124;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36705252657;Nyíregyháza;Háztartási hőszivattyú szerviz
D-Thermo-Tech Épületgépészeti Korlátolt Felelősségű Társaság;Korányi Frigyes út 83.;info@nyiregyhazaklima.hu;4320;47.88096;21.82823;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36709354063;Nagykálló;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Euroklima Kft.;Ószőlő u. 99.;euroklimakft@gmail.com;4400;47.97331;21.71972;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36209193878;Nyíregyháza;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Ferenczi Sándor egyéni vállalkozó;Debreceni út 19;ferenczisandor7@gmail.com;4765;47.84465;22.67252;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36205842877;Csenger;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Genda Kft.;Kölcsey 23;gendakft@gmail.com;4600;48.21899;22.07614;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36305599555;Kisvárda;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Green Klima Kft.;Cifra fasor 17.;greenklimakft@gmail.com;4400;47.53004;19.11775;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36309334381;Nyíregyháza;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés
Korponai Bence egyéni vállalkozó;Gábor Áron utca 34.;korponaiklima@gmail.com;4900;47.97872;22.50867;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36709308825;Fehérgyarmat;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Meglécz József egyéni vállalkozó;;meglecz1@gmail.com;4244;47.80999;21.66926;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+365522096;Újfehértó;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
SZABOLCSKLÍMA Kft.;Budai Nagy Antal utca 25.;napelemesrendszerkft@gmail.com;4400;47.94532;21.73144;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36309863933;Nyíregyháza;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Szulics Attila egyéni vállalkozó;Kisvárda Halasy Gy u 13;szulicsklimatechnika@gmail.com;4600;48.23130;22.09562;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36302234481;Kisvárda;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Veress László egyéni vállalkozó;Kossuth út 141.;lav.klima@gmail.com;4492;48.21953;21.92929;Szabolcs-Szatmár-Bereg;Szabolcs-Szatmár-Bereg;+36306988473;Dombrád;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
